name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
Intel 760p,475.86,2000.0,0.238,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
ADATA LEGEND 850 LITE,30.99,500.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital Purple,94.99,4000.0,0.024,5400,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Intel 530,119.0,120.0,0.992,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Blue,94.99,250.0,0.38,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Transcend 250S,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Patriot Viper VPN110,57.99,1000.0,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Toshiba X300,149.0,4000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Black NVMe,59.0,250.0,0.236,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Western Digital Purple,49.99,1000.0,0.05,5400,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
HP FX900,54.99,1000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Sabrent Rocket 4.0,39.99,256.0,0.156,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-08-06
Intel DC P3600,1429.98,1600.0,0.894,SSD,,PCIe,PCIe x4,2023-08-06
Seagate Barracuda ES,43.0,1000.0,0.043,7200,32.0,3.5,SATA 3.0 Gb/s,2023-08-06
Intel 545s,143.0,256.0,0.559,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Intel DC P3600,1850.0,800.0,2.312,SSD,,PCIe,PCIe x4,2023-08-06
Fantom Drives VENOM8,299.89,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Seagate FireCuda 510,45.55,250.0,0.182,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Western Digital Blue,99.99,500.0,0.2,SSD,,M.2-2280,M.2 SATA,2023-08-06
Western Digital Caviar Blue,108.59,1000.0,0.109,7200,32.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Exos 7E10 512n,154.15,4000.0,0.039,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
ADATA Legend 960,279.99,4000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Nextorage G-Series,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
TEAMGROUP GX1,64.98,480.0,0.135,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
ADATA XPG SX8100,109.99,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate IronWolf NAS,140.94,6000.0,0.023,5400,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Lightsaber Collection FireCuda,134.99,1000.0,0.135,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital Purple Pro,324.99,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Exos X18,309.99,18000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate SkyHawk,73.48,2000.0,0.037,5900,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Lexar Professional NM800PRO w/Heatsink,92.99,1000.0,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital Blue,56.73,1000.0,0.057,5400,16.0,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Red,67.35,250.0,0.269,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Transcend TS120GSSD220S,20.48,120.0,0.171,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Transcend 110S,34.99,512.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Toshiba L200,69.99,2000.0,0.035,5400,128.0,2.5,SATA 6.0 Gb/s,2023-08-06
Toshiba P300,130.0,1000.0,0.13,7200,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Hitachi Ultrastar 7K6000,145.88,6000.0,0.024,7200,128.0,3.5,SAS 12.0 Gb/s,2023-08-06
Seagate ST320LM010,19.89,320.0,0.062,7200,32.0,2.5,SATA 6.0 Gb/s,2023-08-06
Crucial M500,75.0,120.0,0.625,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate SkyHawk AI,199.99,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Transcend MTS800,41.15,32.0,1.286,SSD,,M.2-2280,M.2 SATA,2023-08-06
Mushkin Source HC,979.99,8000.0,0.122,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Inland TN320,21.99,256.0,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
KingSpec NX-2280,19.98,256.0,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate IronWolf 525,179.99,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Transcend 220S,103.45,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Mushkin ELEMENT,15.99,256.0,0.062,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate SkyHawk AI,229.99,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba N300,259.99,16000.0,0.016,7200,512.0,3.5,SATA 6.0 Gb/s,2023-08-06
Kingston DC1500M,478.19,7680.0,0.062,SSD,,2.5,U.2,2023-08-06
Solidigm P41 Plus,39.99,512.0,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-08-06
Micron 2400,143.99,2000.0,0.072,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-08-06
Kingston KC600B,49.57,256.0,0.194,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate Exos 7E8,181.96,4000.0,0.045,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Intel DC S3610,889.99,1600.0,0.556,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Red Pro,315.0,3000.0,0.105,7200,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Kingston SSDNow V300,245.62,480.0,0.512,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Caviar Black,125.0,1500.0,0.083,7200,64.0,3.5,SATA 3.0 Gb/s,2023-08-06
Western Digital Scorpio Blue,34.49,250.0,0.138,5400,8.0,2.5,SATA 3.0 Gb/s,2023-08-06
Western Digital VelociRaptor,130.02,600.0,0.217,10000,32.0,2.5,SATA 6.0 Gb/s,2023-08-06
Addlink A95,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Transcend 110S,55.6,1000.0,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Toshiba MD04ACA600,443.71,6000.0,0.074,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba XG3,149.99,512.0,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Western Digital Caviar Blue,156.03,1000.0,0.156,7200,32.0,3.5,SATA 3.0 Gb/s,2023-08-06
Hitachi Ultrastar He8,325.0,8000.0,0.041,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Momentus 5400.6,34.5,500.0,0.069,5400,8.0,2.5,SATA 3.0 Gb/s,2023-08-06
Intel 330,120.0,180.0,0.667,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Patriot Burst,42.29,120.0,0.352,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate IronWolf,204.99,6000.0,0.034,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Intel 540s,99.0,240.0,0.412,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate ST4000VN000,120.78,4000.0,0.03,5900,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Kingston SSDNow KC100,38.27,240.0,0.159,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital AV-GP,49.0,1500.0,0.033,5400,32.0,3.5,SATA 3.0 Gb/s,2023-08-06
Lexar Professional NM800PRO,56.99,512.0,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Intel D3-S4510,113.5,960.0,0.118,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Lexar NQ100,51.99,960.0,0.054,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Purple,65.49,2000.0,0.033,5400,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Red,89.99,4000.0,0.022,5400,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Mushkin ELEMENT,22.99,512.0,0.045,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Black,339.15,4000.0,0.085,7200,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Transcend 250H,118.99,2000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Toshiba X300,249.99,14000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s,2023-08-06
Timetec 30TTQNS3SATA-2TB,67.99,2000.0,0.034,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate SkyHawk Surveillance,142.99,6000.0,0.024,5400,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Addlink A95,249.99,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital WDBSLA0010HNC-NRSN,39.99,1000.0,0.04,7200,,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate SkyHawk AI,329.99,18000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Inland Prime,41.99,500.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Lexar NM610,36.99,250.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Toshiba MQ04ABD200,74.87,2000.0,0.037,5400,128.0,2.5,SATA 6.0 Gb/s,2023-08-06
Transcend TS256GSSD230S,27.99,256.0,0.109,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Blue,156.0,250.0,0.624,SSD,,M.2-2280,M.2 SATA,2023-08-06
Kingston SSDNow KC400,54.99,512.0,0.107,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
SanDisk Z400s,109.0,128.0,0.852,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Green,85.0,1000.0,0.085,5400,64.0,3.5,SATA 3.0 Gb/s,2023-08-06
Kingston SSDNow V300,56.0,120.0,0.467,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Intel 520,140.0,180.0,0.778,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Red Pro,209.99,4000.0,0.052,7200,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Samsung 830,560.69,256.0,2.19,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Caviar Blue,75.0,80.0,0.938,7200,8.0,3.5,SATA 3.0 Gb/s,2023-08-06
Inland Gaming Performance Plus,74.98,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Addlink S68,42.99,1000.0,0.043,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Addlink S95,267.99,4000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Silicon Power Silm S55,13.72,120.0,0.114,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Toshiba X300,209.99,12000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Purple Pro,263.99,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Kingston Fury Renegade with Heat Sink,65.83,500.0,0.132,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital RE,20.0,250.0,0.08,7200,64.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Exos X18,289.99,16000.0,0.018,7200,256.0,3.5,SAS 12.0 Gb/s,2023-08-06
TEAMGROUP T-Force Cardea Ceramic C440,408.0,1000.0,0.408,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Mushkin ELEMENT,71.98,2000.0,0.036,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Toshiba N300,332.99,16000.0,0.021,7200,,3.5,SATA 6.0 Gb/s,2023-08-06
HP EX900 Plus,29.99,512.0,0.059,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Kingston KC600,28.84,256.0,0.113,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Corsair Force GT,470.44,180.0,2.614,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate Exos X18,289.99,12000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba HDKCC00,50.0,500.0,0.1,7200,16.0,2.5,SATA 6.0 Gb/s,2023-08-06
Corsair MP510,68.83,480.0,0.143,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate Enterprise,249.0,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Black,293.95,6000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Mushkin Vortex-LX,34.99,512.0,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Hitachi Deskstar NAS,678.88,10000.0,0.068,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Red,135.0,1000.0,0.135,5400,16.0,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate IronWolf 125,67.36,500.0,0.135,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate BarraCuda,239.58,3000.0,0.08,5400,128.0,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate 1200 SSD,3187.5,800.0,3.984,SSD,,2.5,SAS 12.0 Gb/s,2023-08-06
Western Digital AV-GP,18.71,500.0,0.037,5400,16.0,3.5,SATA 3.0 Gb/s,2023-08-06
Toshiba X300,214.98,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba X300,491.72,14000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Western Digital Purple,300.0,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Mushkin Gamma,384.99,4000.0,0.096,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital Gold,79.34,1000.0,0.079,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
SanDisk EXTREME PRO,79.98,500.0,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Inland TN320,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Samsung PM893,73.9,480.0,0.154,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Western Digital AV-GP,68.0,2000.0,0.034,5400,64.0,3.5,SATA 3.0 Gb/s,2023-08-06
TEAMGROUP GX1,46.98,240.0,0.196,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Patriot Viper Gaming VP4100,215.47,1000.0,0.215,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
HP FX900 Pro,44.99,512.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Transcend 220S,62.83,1000.0,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Addlink X70,154.99,2000.0,0.077,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Transcend TS512GSSD230S,36.9,512.0,0.072,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate 600,135.0,240.0,0.562,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Lexar NM760,160.0,512.0,0.312,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Inland Gaming Performance Plus,314.99,4000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Western Digital Ultrastar DC HC330,291.2,10000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
KingSpec NX-2280,25.99,512.0,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Western Digital easystore,25.48,240.0,0.106,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
ADATA Premier Pro SP900,231.92,64.0,3.624,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Samsung PM893,286.89,3840.0,0.075,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
TEAMGROUP T-Force Delta Max White RGB Lite,44.99,512.0,0.088,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Kingston DC1000B,78.26,240.0,0.326,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate EXOS Enterprise,241.45,6000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
ADATA Legend 740,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate IronWolf 525,99.99,500.0,0.2,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Verbatim Vi550,14.95,128.0,0.117,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Leven JPN600,99.99,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Nextorage NE5N,209.99,1000.0,0.21,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-08-06
Hitachi Ultrastar He10,147.5,8000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate Enterprise Capacity,125.0,2000.0,0.062,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba MK6465GSX,26.0,640.0,0.041,5400,8.0,2.5,SATA 3.0 Gb/s,2023-08-06
Western Digital Purple,212.0,8000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Hitachi Ultrastar He12,334.99,12000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Seagate BarraCuda,28.48,160.0,0.178,7200,8.0,3.5,SATA 3.0 Gb/s,2023-08-06
Western Digital WDBMYH0010BNC-NRSN,38.0,1000.0,0.038,5400,8.0,2.5,SATA 3.0 Gb/s,2023-08-06
Intel X25-V,59.99,40.0,1.5,SSD,,2.5,SATA 3.0 Gb/s,2023-08-06
Transcend TS128GSSD230S,23.93,128.0,0.187,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
ADATA Legend 740,98.72,250.0,0.395,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Toshiba X300,299.0,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Angelbird AV PRO XT,369.99,500.0,0.74,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Angelbird AV PRO MK3,399.99,1000.0,0.4,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Centon MP Essential,33.99,240.0,0.142,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO XMN,52.67,250.0,0.211,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO HXS,89.83,500.0,0.18,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO HXS,44.0,512.0,0.086,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO,84.83,500.0,0.17,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Lenovo 5300,222.0,960.0,0.231,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
V7 S6000,144.68,1000.0,0.145,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Intel DC S3710,246.88,800.0,0.309,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Kingston SSDNOW DC500R,164.56,1920.0,0.086,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Intel DC S4500,359.0,1900.0,0.189,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Sony Optiarc,37.95,240.0,0.158,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO2,25.82,250.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate Exos X14,429.72,12000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
VisionTek PRO,260.13,1000.0,0.26,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Toshiba MG04ACA200E,127.65,2000.0,0.064,7200,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Toshiba S300,109.99,4000.0,0.027,5400,128.0,3.5,SATA 6.0 Gb/s,2023-08-06
Mushkin Helix-L,32.79,250.0,0.131,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate Enterprise Performance,257.39,1200.0,0.214,10000,256.0,3.5,SAS 12.0 Gb/s,2023-08-06
Mushkin PILOT,143.68,1000.0,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
VisionTek PRO,74.0,500.0,0.148,SSD,,M.2-2280,M.2 SATA,2023-08-06
Plextor M9Pe,158.33,1000.0,0.158,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate SkyHawk,264.99,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s,2023-08-06
Intel Pro 5400s,205.0,240.0,0.854,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate Momentus 5400.3,39.95,80.0,0.499,5400,8.0,2.5,PATA 44-Pin 100,2023-08-06
Seagate Momentus 7200.4,29.99,160.0,0.187,7200,16.0,2.5,SATA 3.0 Gb/s,2023-08-06
V7 V7SSD240GBM2SU,30.25,240.0,0.126,SSD,,M.2-2280,M.2 SATA,2023-08-06
Mushkin Atlas Vital,104.83,250.0,0.419,SSD,,M.2-2280,M.2 SATA,2023-08-06
Intel D3-S4620,109.29,480.0,0.228,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Netac NV7000-t,53.99,512.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Seagate Enterprise Capacity,187.45,2000.0,0.094,7200,128.0,2.5,SAS 12.0 Gb/s,2023-08-06
Hitachi 0F27406,274.99,8000.0,0.034,7200,256.0,3.5,SAS 12.0 Gb/s,2023-08-06
Hitachi 0F27402,257.01,10000.0,0.026,7200,256.0,3.5,SAS 12.0 Gb/s,2023-08-06
Intel 540s,56.01,180.0,0.311,SSD,,M.2-2280,M.2 SATA,2023-08-06
Seagate ST1000NX0373,99.99,1000.0,0.1,7200,128.0,2.5,SAS 12.0 Gb/s,2023-08-06
Seagate ST1000NX0333,105.0,1000.0,0.105,7200,128.0,2.5,SAS 12.0 Gb/s,2023-08-06
Seagate ST2000NX0273,249.0,2000.0,0.124,7200,128.0,2.5,SAS 12.0 Gb/s,2023-08-06
Transcend MTS800,247.92,512.0,0.484,SSD,,M.2-2280,M.2 SATA,2023-08-06
IBM 90Y8572,399.0,2000.0,0.199,7200,,3.5,SAS 6.0 Gb/s,2023-08-06
VisionTek mSATA,224.9,480.0,0.469,SSD,,mSATA,mSATA,2023-08-06
Seagate Constellation.2,205.0,500.0,0.41,7200,64.0,2.5,SAS 6.0 Gb/s,2023-08-06
Crucial M4,427.77,256.0,1.671,SSD,,mSATA,mSATA,2023-08-06
Seagate Constellation.2,86.98,500.0,0.174,7200,64.0,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate Barracuda ES.2,91.33,750.0,0.122,7200,32.0,3.5,SATA 3.0 Gb/s,2023-08-06
Oyen Digital Dash Pro w/Heat Sink,279.0,4000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Micron 2400,41.4,512.0,0.081,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-08-06
VisionTek DLX4 Pro,114.99,1000.0,0.115,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Angelbird AV PRO MK3,549.99,2000.0,0.275,SSD,,2.5,SATA 6.0 Gb/s,2023-08-06
Seagate Constellation ES.3,80.02,3000.0,0.027,7200,128.0,3.5,SAS 6.0 Gb/s,2023-08-06
Western Digital Scorpio Black,125.0,80.0,1.562,7200,16.0,2.5,SATA 3.0 Gb/s,2023-08-06
TEAMGROUP T-Force Cardea A440 Pro Special Series,651.91,4000.0,0.163,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
Kingston DC1500M,121.3,960.0,0.126,SSD,,2.5,U.2,2023-08-06
Inland TN446,109.99,1000.0,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-08-06
VisionTek PRO XPN,108.99,512.0,0.213,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-08-06
Seagate Nytro Enterprise,1299.0,3200.0,0.406,SSD,,2.5,SAS 12.0 Gb/s,2023-08-06
Kingston DC1500M,243.33,3840.0,0.063,SSD,,2.5,U.2,2023-08-06
Patriot Viper VP4300 Lite,54.99,1000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-08-06
