name,price,type,efficiency,wattage,modular,color,snapshot_date
EVGA SuperNOVA 1600 T2,499.29,ATX,titanium,1600,Full,,2023-08-06
Apevia Signature,70.98,ATX,bronze,1050,Semi,Black,2023-08-06
Cooler Master V750 V2,229.0,ATX,gold,750,Full,White,2023-08-06
be quiet! Dark Power 13,249.9,ATX,titanium,850,Full,Black,2023-08-06
Corsair CX550 (2017),99.99,ATX,bronze,550,False,,2023-08-06
Cooler Master V550 V2,125.99,ATX,gold,550,Full,White,2023-08-06
Cooler Master G700,103.98,ATX,gold,700,False,Black,2023-08-06
EVGA 650BP,74.99,ATX,bronze,650,False,Black,2023-08-06
EVGA 500 BQ,109.99,ATX,bronze,500,Semi,,2023-08-06
SeaSonic FOCUS Plus Platinum,159.99,ATX,platinum,750,Full,,2023-08-06
be quiet! Pure Power 11,79.9,ATX,gold,600,False,Black,2023-08-06
Enermax REVOLUTION D.F. 2,119.99,ATX,gold,1050,Full,Black,2023-08-06
Thermaltake Toughpower GF3 TT Premium,169.99,ATX,gold,1000,Full,Black,2023-08-06
Gigabyte P550B,69.99,ATX,bronze,550,False,Black,2023-08-06
Corsair RM850e (2022),182.49,ATX,gold,850,Full,Black,2023-08-06
Corsair RM750x White (2018),248.0,ATX,gold,750,Full,White / Black,2023-08-06
Asus ROG-STRIX-850G,174.65,ATX,gold,850,Full,Black,2023-08-06
be quiet! Pure Power 12 M,104.9,ATX,gold,650,Full,Black,2023-08-06
Thermaltake Toughpower GF1 Snow - TT Premium,109.99,ATX,gold,850,Full,White,2023-08-06
Deepcool PM750D,97.99,ATX,gold,750,False,Black,2023-08-06
Thermaltake Toughpower GF3 TT Premium,239.99,ATX,gold,1650,Full,Black,2023-08-06
be quiet! Dark Power Pro 13,459.9,ATX,titanium,1600,Full,Black,2023-08-06
SeaSonic VERTEX GX-1200,289.49,ATX,gold,1200,Full,Black / Silver,2023-08-06
be quiet! System Power 10,101.86,ATX,bronze,450,False,Black,2023-08-06
Asus TUF Gaming 850G,129.99,ATX,gold,850,Full,Black,2023-08-06
be quiet! Pure Power 11,88.69,ATX,gold,400,False,Black,2023-08-06
EVGA GE,88.67,ATX,gold,600,False,Black,2023-08-06
be quiet! System Power 10,183.99,ATX,gold,850,False,Black,2023-08-06
EVGA SuperNOVA 1300 GT,209.99,ATX,gold,1300,Full,Black,2023-08-06
be quiet! Pure Power 12 M,119.9,ATX,gold,750,Full,Black,2023-08-06
MSI MPG A850GF,177.99,ATX,gold,850,Full,Black,2023-08-06
be quiet! Pure Power 12 M,164.9,ATX,gold,1000,Full,Black,2023-08-06
Corsair RM650x (2021),109.99,ATX,gold,650,Full,Black,2023-08-06
EVGA 600 W1,66.31,ATX,plus,600,False,,2023-08-06
EVGA 500 W1,71.74,ATX,plus,500,False,,2023-08-06
Thermaltake Smart,54.95,ATX,plus,700,False,,2023-08-06
EVGA SuperNOVA 1000 GT,159.99,ATX,gold,1000,Full,Black,2023-08-06
EVGA SuperNOVA 850 GT,129.99,ATX,gold,850,Full,Black,2023-08-06
Silverstone HELA,739.0,ATX,,2050,Full,Black / White,2023-08-06
EVGA SuperNOVA 650 GT,89.99,ATX,gold,650,Full,Black,2023-08-06
NZXT C850 (2022),138.99,ATX,gold,850,Full,Black,2023-08-06
Apevia Prestige,51.99,ATX,gold,600,False,Black,2023-08-06
EVGA 600 GD,69.98,ATX,gold,600,False,Black,2023-08-06
Corsair SF1000L,199.99,SFX,gold,1000,Full,Black,2023-08-06
Cooler Master MWE Gold 850 - V2,119.99,ATX,gold,850,Full,Black,2023-08-06
EVGA 700 BR,69.98,ATX,bronze,700,False,,2023-08-06
MSI MPG A650GF,89.99,ATX,gold,650,Full,Black,2023-08-06
Corsair AX1600i,549.99,ATX,titanium,1600,Full,,2023-08-06
EVGA SuperNOVA 750 GT,129.02,ATX,gold,750,Full,Black,2023-08-06
MSI A1000G PCIE5,169.99,ATX,gold,1000,Full,Black,2023-08-06
Cooler Master V850 SFX GOLD,135.99,SFX,gold,850,Full,Black,2023-08-06
Corsair RM850x (2021),129.99,ATX,gold,850,Full,Black,2023-08-06
Corsair RM1000x (2021),169.49,ATX,gold,1000,Full,Black,2023-08-06
Thermaltake Toughpower GX2,64.98,ATX,gold,600,False,Black,2023-08-06
Corsair CX650M (2021),69.99,ATX,bronze,650,Semi,Black,2023-08-06
Corsair SF750,163.49,SFX,platinum,750,Full,,2023-08-06
Corsair RM850e (2023),119.0,ATX,gold,850,Full,Black,2023-08-06
Corsair RM1000e (2023),160.38,ATX,gold,1000,Full,Black,2023-08-06
Thermaltake Smart,39.95,ATX,plus,500,False,,2023-08-06
Corsair RM750x (2021),115.99,ATX,gold,750,Full,Black,2023-08-06
Corsair RM750,116.79,ATX,gold,750,Full,White / Black,2023-08-06
Corsair RM850,139.99,ATX,gold,850,Full,White / Black,2023-08-06
Corsair HX1200 Platinum,289.99,ATX,platinum,1200,Full,,2023-08-06
Thermaltake Smart,44.99,ATX,plus,600,False,,2023-08-06
Corsair CX750M (2021),79.99,ATX,bronze,750,Semi,Black,2023-08-06
Thermaltake Toughpower GF1 PE,109.99,ATX,gold,850,Full,Black,2023-08-06
MSI MPG A850G PCIE5,129.99,ATX,gold,850,Full,Black,2023-08-06
Gigabyte UD850GM,109.99,ATX,gold,850,Full,Black,2023-08-06
Asus ROG THOR 1600T Gaming,651.99,ATX,titanium,1600,Full,Silver / Black,2023-08-06
Cooler Master V750 SFX GOLD,104.99,SFX,gold,750,Full,Black,2023-08-06
Thermaltake Toughpower GF1 PE,99.99,ATX,gold,750,Full,Black,2023-08-06
Cooler Master MWE GOLD 750 V2 FULL MODULAR,171.0,ATX,gold,750,Full,Black,2023-08-06
Gigabyte UD1000GM,134.99,ATX,gold,1000,Full,Black,2023-08-06
be quiet! Dark Power 13,289.89,ATX,titanium,1000,Full,Black,2023-08-06
Apevia CAPTAIN,31.99,ATX,,550,False,Black,2023-08-06
Thermaltake Toughpower GF1 Snow - TT Premium,84.99,ATX,gold,750,Full,White,2023-08-06
Asus ROG Strix,189.99,ATX,gold,850,Full,White,2023-08-06
Super Flower Leadex III Gold,104.99,ATX,gold,750,Full,Black,2023-08-06
EVGA SuperNOVA 650 GM,120.0,SFX,gold,650,Full,Black,2023-08-06
Super Flower Leadex Titanium,799.99,ATX,titanium,1600,Full,Black,2023-08-06
EVGA 500 GD,90.28,ATX,gold,500,False,Black,2023-08-06
SeaSonic FOCUS Plus 750 Gold,139.99,ATX,gold,750,Full,,2023-08-06
be quiet! Pure Power 12 M,134.9,ATX,gold,850,Full,Black,2023-08-06
NZXT C1200,219.99,ATX,gold,1200,Full,Black,2023-08-06
EVGA GE,108.68,ATX,gold,800,False,Black,2023-08-06
Lian Li SP850,139.31,SFX,gold,850,Full,White,2023-08-06
EVGA SuperNOVA 550 GM,113.64,SFX,gold,550,Full,Black,2023-08-06
Thermaltake Toughpower Grand RGB,74.99,ATX,gold,650,Full,,2023-08-06
Asus ROG STRIX G,169.99,ATX,gold,1000,Full,Black,2023-08-06
MSI MEG Ai1300P PCIE5,319.99,ATX,platinum,1300,Full,Black / Copper,2023-08-06
Thermaltake Toughpower,89.99,ATX,gold,750,Semi,,2023-08-06
MSI MPG A750GF,114.99,ATX,gold,750,Full,Black,2023-08-06
SeaSonic FOCUS Plus 650 Gold,132.98,ATX,gold,650,Full,,2023-08-06
Apevia Prestige,66.98,ATX,gold,800,False,Black,2023-08-06
Thermaltake Toughpower GF A3 - TT Premium Edition,99.99,ATX,gold,750,Full,Black,2023-08-06
EVGA 700 GD,79.98,ATX,gold,700,False,Black,2023-08-06
Asus ROG THOR 850P,254.99,ATX,platinum,850,Full,Black / Red,2023-08-06
NZXT C650 (2022),129.99,ATX,gold,650,Full,Black,2023-08-06
NZXT C750 (2022),129.99,ATX,gold,750,Full,Black,2023-08-06
SeaSonic FOCUS PLUS 850 Gold,159.97,ATX,gold,850,Full,,2023-08-06
SeaSonic PRIME TX-1000,337.98,ATX,titanium,1000,Full,Black,2023-08-06
Lian Li SP,114.99,SFX,gold,750,Full,Black,2023-08-06
EVGA 550 B5,79.98,ATX,bronze,550,Full,Black,2023-08-06
MSI MAG A650BN,76.68,ATX,bronze,650,False,Black,2023-08-06
be quiet! Straight Power 11,209.9,ATX,platinum,1000,Full,Black,2023-08-06
Corsair HX1500i (2022),319.99,ATX,platinum,1500,Full,Black,2023-08-06
be quiet! Straight Power 11 750W,135.99,ATX,gold,750,Full,,2023-08-06
Corsair RM850x (2018),199.95,ATX,gold,850,Full,Black,2023-08-06
be quiet! Dark Power Pro 13,419.9,ATX,titanium,1300,Full,Black,2023-08-06
SeaSonic FOCUS Plus Platinum,146.98,ATX,platinum,650,Full,,2023-08-06
Silverstone Extreme 850R Platinum,208.82,SFX,platinum,850,Full,Black,2023-08-06
GameMax GX Pro Rampage,109.99,ATX,platinum,850,Full,Black,2023-08-06
EVGA SuperNOVA 1000 G+,317.0,ATX,gold,1000,Full,Black,2023-08-06
Corsair HX1200i,638.99,ATX,platinum,1200,Full,,2023-08-06
Cooler Master V750 Gold i,129.99,ATX,gold,750,Full,Black / Gold,2023-08-06
Phanteks Revolt SFX,199.99,SFX,platinum,850,Full,Black,2023-08-06
FSP Group Hydro GE,99.99,ATX,gold,550,Full,,2023-08-06
Asus ROG LOKI,169.99,SFX,platinum,750,Full,Black / Silver,2023-08-06
SeaSonic FOCUS Plus Gold,217.12,ATX,gold,1000,Full,Black,2023-08-06
Super Flower Leadex Platinum SE,258.68,ATX,platinum,1000,Full,White,2023-08-06
EVGA SuperNOVA 650 P5,127.99,ATX,platinum,650,Full,Black / Teal,2023-08-06
be quiet! Straight Power 11 850W,158.99,ATX,gold,850,Full,,2023-08-06
Corsair VS550 (2018),259.99,ATX,plus,550,False,,2023-08-06
Deepcool PQ850M,129.99,ATX,gold,850,Full,Black,2023-08-06
Asus ROG Strix,220.06,ATX,gold,650,Full,Black / Red,2023-08-06
Corsair CX750M V2 (2017 Edition),172.99,ATX,bronze,750,Semi,Black / White,2023-08-06
Corsair RM750x,184.0,ATX,gold,750,Full,,2023-08-06
Gigabyte AORUS P GM,161.6,ATX,gold,750,Full,Black / Silver,2023-08-06
Corsair RM850x (2018),280.08,ATX,gold,850,Full,White / Black,2023-08-06
EVGA SuperNOVA 850 G5,194.23,ATX,gold,850,Full,Black / Green,2023-08-06
EVGA SuperNOVA 1000 G6,204.99,ATX,gold,1000,Full,Black,2023-08-06
FSP Group Dagger Pro,159.99,SFX,gold,750,Full,Black / Gold,2023-08-06
SeaSonic FOCUS GX,131.01,ATX,gold,650,Full,Black,2023-08-06
be quiet! Pure Power 11 600,162.24,ATX,gold,600,Semi,Black,2023-08-06
Fractal Design Ion Gold,152.38,ATX,gold,850,Full,Black,2023-08-06
Corsair RM650 (2019),195.03,ATX,gold,650,Full,Black,2023-08-06
be quiet! SFX Power 3 450,95.59,SFX,bronze,450,False,Black,2023-08-06
Gigabyte AORUS P1200W,319.99,ATX,platinum,1200,Full,Black,2023-08-06
EVGA 650 N1,63.95,ATX,,650,False,,2023-08-06
Thermaltake Smart RGB 230V,158.0,ATX,plus,500,False,Black,2023-08-06
be quiet! System Power 9 700 CM,157.69,ATX,bronze,700,Semi,Black,2023-08-06
EVGA SuperNOVA 1600 P2,304.99,ATX,platinum,1600,Full,,2023-08-06
Thermaltake Toughpower GF A3 - TT Premium Edition,119.99,ATX,gold,850,Full,Black,2023-08-06
be quiet! Straight Power 12,259.89,ATX,platinum,1000,Full,Black,2023-08-06
EVGA SuperNOVA 650 G3,135.0,ATX,gold,650,Full,,2023-08-06
GameMax GX Pro Rampage,119.99,ATX,platinum,850,Full,White,2023-08-06
Corsair SF450,228.0,SFX,gold,450,Full,,2023-08-06
SeaSonic PRIME PX-1600 ATX 3.0,509.99,ATX,platinum,1600,Full,Black / Silver,2023-08-06
FSP Group Hydro G Pro,229.01,ATX,gold,1000,Full,Black,2023-08-06
GameMax GX Pro Rampage,159.99,ATX,platinum,1050,Full,White,2023-08-06
Enermax REVOLUTION D.F. 2,139.99,ATX,gold,1200,Full,Black,2023-08-06
Fractal Design Ion Gold,206.0,ATX,gold,750,Full,Black,2023-08-06
SeaSonic FOCUS SGX (2021),169.99,SFX,gold,750,Full,Black,2023-08-06
EVGA SuperNOVA 750 GA,139.99,ATX,gold,750,Full,Black,2023-08-06
Silverstone HELA 850R,229.99,ATX,platinum,850,Full,Black / Silver,2023-08-06
SeaSonic G12 GM,121.46,ATX,gold,550,Semi,Black / Blue,2023-08-06
be quiet! Pure Power 9 CM,138.3,ATX,bronze,600,Semi,Black,2023-08-06
Silverstone SFX,73.98,SFX,bronze,300,False,Black,2023-08-06
GAMDIAS KRATOS M1 B,79.98,ATX,bronze,750,False,Black,2023-08-06
Corsair CXM,169.0,ATX,bronze,750,Semi,,2023-08-06
Asus TUF Gaming B,99.99,ATX,bronze,450,False,Black,2023-08-06
SeaSonic VERTEX GX-850,219.99,ATX,gold,850,Full,Black / Silver,2023-08-06
Super Flower LEADEX VII XG,204.99,ATX,gold,1300,Full,Black,2023-08-06
Deepcool PQ750M,126.99,ATX,gold,750,Full,Black,2023-08-06
EVGA SuperNOVA 850 GA,249.0,ATX,gold,850,Full,Black,2023-08-06
PowerSpec PS 650BF,74.98,ATX,bronze,650,False,Black,2023-08-06
Rosewill HIVE,59.99,ATX,bronze,750,Semi,,2023-08-06
Silverstone DA750 Gold,152.9,ATX,gold,750,Full,Black / White,2023-08-06
EVGA SuperNOVA 850 G6,213.07,ATX,gold,850,Full,Black,2023-08-06
EVGA 750 N1,71.53,ATX,,750,False,,2023-08-06
Cooler Master MWE Bronze,76.53,ATX,bronze,500,False,Black,2023-08-06
Fractal Design Ion+ 2 Platinum,292.0,ATX,platinum,860,Full,Black,2023-08-06
Thermaltake Smart BX1 650,90.68,ATX,bronze,650,False,Black,2023-08-06
Super Flower Leadex V Platinum Pro,249.99,ATX,platinum,850,Full,White,2023-08-06
be quiet! Straight Power 12,279.89,ATX,platinum,1200,Full,Black,2023-08-06
Thermaltake Toughpower Grand RGB,99.99,ATX,gold,750,Full,,2023-08-06
EVGA SuperNOVA 650 P2,144.99,ATX,platinum,650,Full,,2023-08-06
Deepcool DQ750-M-V2L,187.57,ATX,gold,750,Full,Black / Green,2023-08-06
Silverstone Essential,82.3,ATX,gold,550,False,Black / Yellow,2023-08-06
Corsair RM750,219.99,ATX,gold,750,Full,,2023-08-06
EVGA SuperNOVA 1600 G+,249.0,ATX,gold,1600,Full,Black,2023-08-06
EVGA 750 BP,89.99,ATX,bronze,750,False,Black,2023-08-06
MSI MPG A750GF WHITE,246.0,ATX,gold,750,Full,White,2023-08-06
be quiet! SFX L Power,193.0,SFX,gold,500,Full,,2023-08-06
ADATA XPG PYLON,184.0,ATX,bronze,550,False,Black,2023-08-06
Thermaltake Toughpower GF3 TT Premium,179.99,ATX,gold,1200,Full,Black,2023-08-06
SeaSonic VERTEX GX-1000,248.41,ATX,gold,1000,Full,Black / Silver,2023-08-06
Corsair CX650M,199.99,ATX,bronze,650,Semi,,2023-08-06
be quiet! System Power 10,161.1,ATX,bronze,750,False,Black,2023-08-06
MSI MPG A750G PCIE5,127.27,ATX,gold,750,Full,Black,2023-08-06
Logisys PS480D2,16.98,ATX,,480,False,,2023-08-06
be quiet! System Power 10,120.37,ATX,bronze,550,False,Black,2023-08-06
EVGA SuperNOVA 1600 P+,304.99,ATX,platinum,1600,Full,Black,2023-08-06
Cooler Master MasterWatt 550,72.13,ATX,bronze,550,Semi,,2023-08-06
ADATA XPG CORE Reactor 750,104.99,ATX,gold,750,Full,Black,2023-08-06
Apevia Prestige,74.98,ATX,gold,1000,False,Black,2023-08-06
Asus ROG LOKI,210.99,SFX,platinum,850,Full,Black / Silver,2023-08-06
SeaSonic G12 GM,138.02,ATX,gold,650,Semi,Black / Blue,2023-08-06
NZXT C1000 (2022),179.99,ATX,gold,1000,Full,Black,2023-08-06
EVGA SuperNOVA 750 G6,139.99,ATX,gold,750,Full,Black,2023-08-06
Corsair CX750F,169.99,ATX,bronze,750,Full,White / Black,2023-08-06
Lian Li SP850,140.96,SFX,gold,850,Full,Black,2023-08-06
Raidmax RX-530SS,49.99,ATX,,530,Semi,,2023-08-06
Thermaltake Toughpower GF A3 - TT Premium Edition,179.99,ATX,gold,1200,Full,Black,2023-08-06
Super Flower Leadex V Platinum Pro,149.99,ATX,platinum,1000,Full,White,2023-08-06
SeaSonic FOCUS PX,183.98,ATX,platinum,850,Full,Black,2023-08-06
Silverstone SFX,110.84,SFX,gold,500,Full,,2023-08-06
Corsair RM750e (2022),177.9,ATX,gold,750,Full,Black,2023-08-06
SeaSonic FOCUS GX,225.4,ATX,gold,1000,Full,Black,2023-08-06
Silverstone SX1000-LPT,273.31,SFX,platinum,1000,Full,Black,2023-08-06
Cooler Master V SFX Platinum,279.99,SFX,platinum,1100,Full,Black,2023-08-06
ADATA XPG CORE Reactor 650,94.99,ATX,gold,650,Full,Black,2023-08-06
EVGA 450 BR,99.95,ATX,bronze,450,False,,2023-08-06
EVGA 850 BQ,116.95,ATX,bronze,850,Semi,,2023-08-06
Silverstone SFX,223.98,SFX,titanium,800,Full,,2023-08-06
EVGA 650 BQ,149.0,ATX,bronze,650,Semi,,2023-08-06
Corsair RM750x (2018),185.62,ATX,gold,750,Full,Black,2023-08-06
Thermaltake Toughpower GF A3 - TT Premium Edition,142.96,ATX,gold,1050,Full,Black,2023-08-06
Cooler Master MasterWatt,99.99,ATX,bronze,750,Semi,Black,2023-08-06
Thermaltake Thermaltake TP-750M,89.99,ATX,gold,750,Semi,,2023-08-06
EVGA 750 BQ,136.85,ATX,bronze,750,Semi,,2023-08-06
Athena Power AP-MTFX30,36.99,TFX,,300,False,,2023-08-06
Silverstone HELA 1200R,235.0,ATX,platinum,1200,Full,Black,2023-08-06
Corsair AX1200i,657.73,ATX,platinum,1200,Full,,2023-08-06
Thermaltake Toughpower GX1,97.46,ATX,gold,600,False,Black,2023-08-06
SeaSonic FOCUS GX,227.19,ATX,gold,550,Full,Black,2023-08-06
EVGA 850 GQ,153.27,ATX,gold,850,Semi,,2023-08-06
SeaSonic FOCUS Gold,99.99,ATX,gold,550,Semi,,2023-08-06
Super Flower LEADEX VII XG,169.99,ATX,gold,1000,Full,Black,2023-08-06
Super Flower Leadex Platinum SE,179.99,ATX,platinum,1200,Full,Black,2023-08-06
Phanteks Revolt SFX,104.99,SFX,gold,750,Full,Black,2023-08-06
Corsair RM750,244.95,ATX,gold,750,Full,Black,2023-08-06
EVGA SuperNOVA 750 G3,277.99,ATX,gold,750,Full,,2023-08-06
SeaSonic G12 GM,132.26,ATX,gold,750,Semi,Black / Blue,2023-08-06
Corsair RM850x,188.87,ATX,gold,850,Full,,2023-08-06
be quiet! SFX L Power,128.58,SFX,gold,600,Full,,2023-08-06
EVGA SuperNOVA 1000 G5,199.99,ATX,gold,1000,Full,Black / Green,2023-08-06
be quiet! Dark Power 13,209.9,ATX,titanium,750,Full,Black,2023-08-06
EVGA SuperNOVA 850 T2,242.99,ATX,titanium,850,Full,,2023-08-06
CoolMax ZX-500,39.99,ATX,plus,500,False,,2023-08-06
Corsair RM850,226.99,ATX,gold,850,Full,Black,2023-08-06
Corsair RM650x (2018),175.0,ATX,gold,650,Full,Black / Silver,2023-08-06
EVGA SuperNOVA 1000 P6,289.99,ATX,platinum,1000,Full,Black / Silver,2023-08-06
be quiet! Straight Power 11,149.9,ATX,platinum,750,Full,Black,2023-08-06
EVGA SuperNOVA 850 P6,209.99,ATX,platinum,850,Full,Black / Silver,2023-08-06
Cooler Master V650 V2,134.99,ATX,gold,650,Full,White,2023-08-06
Thermaltake Toughpower GF3 TT Premium,199.99,ATX,gold,1350,Full,Black,2023-08-06
Deepcool PQ1000M,159.99,ATX,gold,1000,Full,Black,2023-08-06
SeaSonic PRIME Ultra Titanium,209.99,ATX,titanium,750,Full,,2023-08-06
Asus TUF Gaming 750G,123.99,ATX,gold,750,Full,Black,2023-08-06
SeaSonic FOCUS,169.42,ATX,gold,850,Semi,Black,2023-08-06
SeaSonic PRIME TX,439.99,ATX,titanium,1300,Full,Black / Silver,2023-08-06
be quiet! System Power 9 500 CM,118.42,ATX,bronze,500,Semi,Black,2023-08-06
EVGA SuperNOVA 750 G5,129.99,ATX,gold,750,Full,Black / Green,2023-08-06
Thermaltake Toughpower GF1 PE,99.99,ATX,gold,650,Full,,2023-08-06
Cooler Master Elite 400 V3,53.21,ATX,plus,400,False,Black,2023-08-06
EVGA SuperNOVA 850 G3,282.99,ATX,gold,850,Full,,2023-08-06
Cooler Master Elite V3,74.81,ATX,plus,600,False,Black,2023-08-06
Cooler Master V850 SFX GOLD,139.99,SFX,gold,850,Full,Black,2023-09-12
Corsair RM650x (2021),129.99,ATX,gold,650,Full,Black,2023-09-12
MSI A1000G PCIE5,169.99,ATX,gold,1000,Full,Black,2023-09-12
EVGA 600 GD,69.98,ATX,gold,600,False,Black,2023-09-12
Corsair RM750,129.99,ATX,gold,750,Full,White / Black,2023-09-12
Corsair CX750M (2021),89.99,ATX,bronze,750,Semi,Black,2023-09-12
Corsair AX1600i,549.99,ATX,titanium,1600,Full,,2023-09-12
MSI MPG A850G PCIE5,139.99,ATX,gold,850,Full,Black,2023-09-12
Thermaltake Toughpower GF1 Snow - TT Premium,84.99,ATX,gold,750,Full,White,2023-09-12
Apevia Prestige,51.99,ATX,gold,600,False,Black,2023-09-12
MSI MPG A650GF,89.99,ATX,gold,650,Full,Black,2023-09-12
Silverstone HELA,717.0,ATX,,2050,Full,Black / White,2023-09-12
Gigabyte UD750GM,89.99,ATX,gold,750,Full,Black,2023-09-12
StarTech ATX2PW500PRO,167.75,ATX,,500,False,,2023-09-12
Cooler Master MWE Gold 850 - V2,95.99,ATX,gold,850,Full,Black,2023-09-12
Corsair RM850,139.99,ATX,gold,850,Full,White / Black,2023-09-12
Corsair RM750x (2021),114.99,ATX,gold,750,Full,Black,2023-09-12
Corsair HX1200 Platinum,235.99,ATX,platinum,1200,Full,,2023-09-12
Thermaltake Smart,39.95,ATX,plus,500,False,,2023-09-12
Corsair SF750,163.49,SFX,platinum,750,Full,,2023-09-12
Corsair CX650M (2021),79.99,ATX,bronze,650,Semi,Black,2023-09-12
Corsair RM1000e (2023),179.99,ATX,gold,1000,Full,Black,2023-09-12
Thermaltake Toughpower GX2,66.98,ATX,gold,600,False,Black,2023-09-12
Corsair RM850e (2023),129.99,ATX,gold,850,Full,Black,2023-09-12
Corsair RM1000x (2021),169.99,ATX,gold,1000,Full,Black,2023-09-12
Corsair RM850x (2021),134.99,ATX,gold,850,Full,Black,2023-09-12
Corsair RM750e (2023),99.99,ATX,gold,750,Full,Black,2023-09-12
Thermaltake Toughpower GF1 PE,108.56,ATX,gold,850,Full,Black,2023-09-12
Thermaltake Smart,44.99,ATX,plus,600,False,,2023-09-12
EVGA 600 W1,62.63,ATX,plus,600,False,,2023-09-12
Apex AL-A400ATX,99.0,ATX,,400,False,,2023-09-12
Thermaltake Smart,54.95,ATX,plus,700,False,,2023-09-12
Corsair CX450M (2021),142.43,ATX,bronze,450,Semi,Black,2023-09-12
Razer Katana Chroma,279.99,ATX,platinum,850,Full,Black,2023-09-12
SeaSonic PRIME PX,173.68,ATX,platinum,750,Full,Black / Silver,2023-09-12
Asus ROG Strix Aura Edition,258.6,ATX,gold,850,Full,Black,2023-09-12
Fractal Design Ion+ 2 Platinum,268.0,ATX,platinum,760,Full,Black,2023-09-12
Deepcool PQ650M,112.98,ATX,gold,650,Full,Black,2023-09-12
ADATA XPG CYBERCORE,194.99,ATX,platinum,1300,Full,Black / Silver,2023-09-12
Antec Signature Platinum,267.5,ATX,platinum,1000,Full,Black,2023-09-12
Deepcool DA700N,87.99,ATX,bronze,700,False,Black,2023-09-12
SeaSonic FOCUS,89.99,ATX,gold,550,Semi,Black,2023-09-12
Xilence XP600R6,128.48,ATX,,600,False,Black / Red,2023-09-12
In Win IP-S200DF1-0,52.02,TFX,,200,False,,2023-09-12
Cooler Master G500,95.88,ATX,gold,500,False,Black,2023-09-12
MSI MAG A750GL PCIE5,109.99,ATX,gold,750,Full,Black,2023-09-12
SeaSonic PRIME TX-750,317.49,ATX,titanium,750,Full,Black,2023-09-12
be quiet! Pure Power 11 FM 750,123.59,ATX,gold,750,Full,Black,2023-09-12
Deepcool PX-G,232.99,ATX,gold,1200,Full,Black,2023-09-12
Corsair VS500,170.86,ATX,plus,500,False,,2023-09-12
SeaSonic PRIME 1300 Gold,281.99,ATX,gold,1300,Full,Black,2023-09-12
be quiet! Straight Power 11 550W,109.0,ATX,gold,550,Full,,2023-09-12
EVGA SuperNOVA 750 P5,200.53,ATX,platinum,750,Full,Black / Teal,2023-09-12
SeaSonic CORE GM,189.81,ATX,gold,500,Semi,Black,2023-09-12
NZXT E850,159.99,ATX,gold,850,Full,Black,2023-09-12
Corsair RM550x,229.93,ATX,gold,550,Full,,2023-09-12
Silverstone Essential,77.14,ATX,gold,550,False,Black / Yellow,2023-09-12
Deepcool DQ-M-V2L,152.69,ATX,gold,850,Full,Black / Green,2023-09-12
Corsair HX750,273.99,ATX,gold,750,Semi,,2023-09-12
FSP Group Hydro GE,89.99,ATX,gold,550,Full,,2023-09-12
Silverstone Strider Platinum,150.0,ATX,platinum,850,Full,,2023-09-12
Corsair TX650,299.94,ATX,plus,650,False,,2023-09-12
"FSP Group Hydro PTM X PRO,Gen5",181.74,ATX,platinum,1000,Full,Black,2023-09-12
SeaSonic Prime Fanless PX-500,182.98,ATX,platinum,500,Full,Black,2023-09-12
Antec NE850G M ATX3.0,139.99,ATX,gold,850,Full,Black,2023-09-12
Antec High Current Gamer Gold,170.68,ATX,gold,750,Full,Black,2023-09-12
Montech TITAN GOLD 1200W,199.91,ATX,gold,1200,Full,Black,2023-09-12
Thermaltake Smart Pro RGB,114.99,ATX,bronze,750,Full,,2023-09-12
be quiet! Straight Power 11 1000W,309.8,ATX,gold,1000,Full,,2023-09-12
EVGA GE,88.67,ATX,gold,600,False,Black,2023-09-12
Silverstone Essential,72.19,ATX,bronze,550,False,Black,2023-09-12
EVGA SuperNOVA 1200 P3,589.99,ATX,platinum,1200,Full,Black / Silver,2023-09-12
EVGA SuperNOVA G FTW,219.99,ATX,gold,1000,Full,Black,2023-09-12
SeaSonic PRIME,258.0,ATX,gold,750,Full,Black,2023-09-12
Super Flower Leadex III ARGB,159.99,ATX,gold,650,Full,White,2023-09-12
SHARKOON SilentStorm,142.19,SFX,gold,500,Full,Black,2023-09-12
Silverstone Strider,99.99,ATX,bronze,700,Full,,2023-09-12
Thermaltake Toughpower SFX,169.99,SFX,gold,850,Full,Black,2023-09-12
SeaSonic S12III,194.33,ATX,bronze,550,False,Black,2023-09-12
SeaSonic S12II,262.37,ATX,bronze,520,False,,2023-09-12
Thermaltake Toughpower GF A3 - TT Premium Edition,225.0,ATX,gold,1200,Full,Black,2023-09-12
Silverstone SX-G,134.62,SFX,gold,700,Full,Black,2023-09-12
SeaSonic PRIME Ultra Titanium,429.0,ATX,titanium,850,Full,,2023-09-12
Thermaltake Smart RGB 230V,156.0,ATX,plus,600,False,Black,2023-09-12
Deepcool PM650D,112.01,ATX,gold,650,False,Black,2023-09-12
Silverstone SX650-G,139.19,SFX,gold,650,Full,,2023-09-12
Thermaltake Toughpower SFX,159.99,SFX,gold,750,Full,Black,2023-09-12
